"subject";"product";"rep";"Energizing";"Familiarity";"Liking";"Relaxing";"Wanting"
"1644";"S052";"I31b";"1";1;1;1;1;1
"1645";"S052";"I32a";"1";5;5;5;5;5
"1646";"S052";"I32b";"1";5;5;5;5;5
"1647";"S052";"I3N";"1";4.5;5;5;4.5;4.5
"1648";"S052";"I41a";"1";1;3;1;1;1
"1649";"S052";"I41b";"1";1;3;1;1;1
"1650";"S052";"I42a";"1";5;5;5;4;5
"1651";"S052";"I42b";"1";3;4;3;3;3
"1652";"S052";"I4N";"1";2.5;4.5;3;2.5;3
"1653";"S052";"O1";"1";4;3;4;4;4
"1654";"S052";"O10";"1";3;2;3;2;3
"1655";"S052";"O11";"1";2;2;3;2;3
"1656";"S052";"O12";"1";5;4;5;5;5
"1657";"S052";"O2";"1";3;3;3;4;4
"1658";"S052";"O3";"1";5;4;5;5;5
"1659";"S052";"O4";"1";4;3;4;4;4
"1660";"S052";"O5";"1";2;1;1;2;2
"1661";"S052";"O6";"1";1;4;1;1;1
"1662";"S052";"O7";"1";5;5;5;5;5
"1663";"S052";"O8";"1";3;2;3;2;3
"1664";"S052";"O9";"1";4;3;4;4;4
"1665";"S053";"I11a";"1";1;1;1;1;1
"1666";"S053";"I11b";"1";1;1;1;1;1
"1667";"S053";"I12a";"1";1;5;5;5;5
"1668";"S053";"I12b";"1";2;1;2;2;2
"1669";"S053";"I1N";"1";3;5;5;3;5
"1670";"S053";"I21a";"1";1;2;1;1;1
"1671";"S053";"I21b";"1";1;4;4;1;4
"1672";"S053";"I22a";"1";3;4;4;3;4
"1673";"S053";"I22b";"1";4;4;4;4;4
"1674";"S053";"I2N";"1";2;2.5;2.5;2;2.5
"1675";"S053";"I31a";"1";1;4;4;1;4
"1676";"S053";"I31b";"1";1;2;3;1;3
"1677";"S053";"I32a";"1";1;5;5;5;5
"1678";"S053";"I32b";"1";1;5;5;5;5
"1679";"S053";"I3N";"1";1;5;5;5;5
"1680";"S053";"I41a";"1";1;1;1;1;1
"1681";"S053";"I41b";"1";1;1;1;1;1
"1682";"S053";"I42a";"1";3;5;5;3;5
"1683";"S053";"I42b";"1";1;3;5;5;5
"1684";"S053";"I4N";"1";1.5;5;4;2.5;3
"1685";"S053";"O1";"1";3;3;4;3;4
"1686";"S053";"O10";"1";4;3;4;1;4
"1687";"S053";"O11";"1";3;4;4;3;4
"1688";"S053";"O12";"1";1;3;4;1;5
"1689";"S053";"O2";"1";2;4;4;5;4
"1690";"S053";"O3";"1";1;5;5;5;5
"1691";"S053";"O4";"1";1;1;2;1;2
"1692";"S053";"O5";"1";2;5;4;3;4
"1693";"S053";"O6";"1";1;3;4;1;4
"1694";"S053";"O7";"1";1;3;4;5;4
"1695";"S053";"O8";"1";2;3;5;4;5
"1696";"S053";"O9";"1";1;1;1;1;1
"1697";"S054";"I11a";"1";2;2;2;2;1
"1698";"S054";"I11b";"1";1;1;2;1;1
"1699";"S054";"I12a";"1";3;4;5;3;3
"1700";"S054";"I12b";"1";4;3;4;3;3
"1701";"S054";"I1N";"1";3;5;4.5;3.5;3
"1702";"S054";"I21a";"1";2;2;2;2;1
"1703";"S054";"I21b";"1";2;2;2;2;1
"1704";"S054";"I22a";"1";2;3;3;2;2
"1705";"S054";"I22b";"1";2;2;2;2;2
"1706";"S054";"I2N";"1";2.5;3;3.5;3.5;3
"1707";"S054";"I31a";"1";2;2;3;2;3
"1708";"S054";"I31b";"1";2;2;3;2;2
"1709";"S054";"I32a";"1";3;3;4;4;3
"1710";"S054";"I32b";"1";3;3;3;4;3
"1711";"S054";"I3N";"1";3;4;4.5;4;4
"1712";"S054";"I41a";"1";1;2;1;1;1
"1713";"S054";"I41b";"1";1;2;2;1;1
"1714";"S054";"I42a";"1";4;4;4;3;3
"1715";"S054";"I42b";"1";3;4;5;4;3
"1716";"S054";"I4N";"1";4;4;4;3;3
"1717";"S054";"O1";"1";2;2;3;2;2
"1718";"S054";"O10";"1";3;4;4;4;3
"1719";"S054";"O11";"1";2;2;3;2;2
"1720";"S054";"O12";"1";3;4;4;4;4
"1721";"S054";"O2";"1";3;4;4;4;3
"1722";"S054";"O3";"1";3;3;4;4;3
"1723";"S054";"O4";"1";3;4;3;3;3
"1724";"S054";"O5";"1";2;3;3;3;2
"1725";"S054";"O6";"1";2;3;3;3;2
"1726";"S054";"O7";"1";4;4;4;2;3
"1727";"S054";"O8";"1";4;4;4;3;3
"1728";"S054";"O9";"1";1;2;1;1;1
"1729";"S055";"I11a";"1";2;3;3;2;2
"1730";"S055";"I11b";"1";1;1;1;1;1
"1731";"S055";"I12a";"1";4;4;5;4;5
"1732";"S055";"I12b";"1";3;1;3;3;2
"1733";"S055";"I1N";"1";4;4;4.5;4;4.5
"1734";"S055";"I21a";"1";1;1;1;1;1
"1735";"S055";"I21b";"1";1;1;1;1;1
"1736";"S055";"I22a";"1";1;1;1;1;1
"1737";"S055";"I22b";"1";1;1;2;1;2
"1738";"S055";"I2N";"1";1;1.5;2;1;1
"1739";"S055";"I31a";"1";1;2;2;1;1
"1740";"S055";"I31b";"1";1;1;1;1;1
"1741";"S055";"I32a";"1";4;4;5;4;4
"1742";"S055";"I32b";"1";4;4;5;4;5
"1743";"S055";"I3N";"1";3.5;4;4;4;3.5
"1744";"S055";"I41a";"1";1;1;1;1;1
"1745";"S055";"I41b";"1";3;4;4;3;1
"1746";"S055";"I42a";"1";3;4;4;4;4
"1747";"S055";"I42b";"1";3;3;4;4;4
"1748";"S055";"I4N";"1";3;4;4;3;4
"1749";"S055";"O1";"1";1;2;2;2;1
"1750";"S055";"O10";"1";4;3;3;4;2
"1751";"S055";"O11";"1";3;3;3;2;2
"1752";"S055";"O12";"1";3;4;4;4;4
"1753";"S055";"O2";"1";4;3;2;4;2
"1754";"S055";"O3";"1";4;4;5;4;5
"1755";"S055";"O4";"1";3;1;3;4;3
"1756";"S055";"O5";"1";3;2;3;4;2
"1757";"S055";"O6";"1";2;4;4;3;4
"1758";"S055";"O7";"1";5;5;4;5;1
"1759";"S055";"O8";"1";4;4;2;4;1
"1760";"S055";"O9";"1";1;1;3;1;3
"1761";"S056";"I11a";"1";1;1;1;1;1
"1762";"S056";"I11b";"1";1;1;1;1;1
"1763";"S056";"I12a";"1";5;5;5;5;5
"1764";"S056";"I12b";"1";4;4;4;4;4
"1765";"S056";"I1N";"1";4;5;5;4;5
"1766";"S056";"I21a";"1";4;4;4;4;4
"1767";"S056";"I21b";"1";4;4;4;4;4
"1768";"S056";"I22a";"1";5;5;5;5;5
"1769";"S056";"I22b";"1";5;5;5;5;5
"1770";"S056";"I2N";"1";4;4;4;4;4
"1771";"S056";"I31a";"1";4;4;4;4;4
"1772";"S056";"I31b";"1";1;1;1;1;1
"1773";"S056";"I32a";"1";5;5;5;5;5
"1774";"S056";"I32b";"1";4;4;4;4;4
"1775";"S056";"I3N";"1";5;5;5;5;5
"1776";"S056";"I41a";"1";1;3;1;1;1
"1777";"S056";"I41b";"1";2;2;1;2;1
"1778";"S056";"I42a";"1";4;4;5;4;5
"1779";"S056";"I42b";"1";4;4;5;4;5
"1780";"S056";"I4N";"1";3.5;4.5;4.5;3.5;4.5
"1781";"S056";"O1";"1";3;4;4;3;4
"1782";"S056";"O10";"1";4;4;4;4;4
"1783";"S056";"O11";"1";3;4;3;3;3
"1784";"S056";"O12";"1";3;4;4;3;3
"1785";"S056";"O2";"1";4;4;4;4;4
"1786";"S056";"O3";"1";4;4;5;4;4
"1787";"S056";"O4";"1";4;4;4;4;4
"1788";"S056";"O5";"1";4;4;4;4;4
"1789";"S056";"O6";"1";3;4;3;3;4
"1790";"S056";"O7";"1";4;4;5;4;5
"1791";"S056";"O8";"1";4;4;4;4;4
"1792";"S056";"O9";"1";3;4;4;4;4
"1793";"S057";"I11a";"1";3;1;3;3;3
"1794";"S057";"I11b";"1";4;2;3;3;3
"1795";"S057";"I12a";"1";4;4;4;4;3
"1796";"S057";"I12b";"1";4;1;3;4;3
"1797";"S057";"I1N";"1";3.5;4.5;4;3.5;3
"1798";"S057";"I21a";"1";3;2;4;4;4
"1799";"S057";"I21b";"1";3;2;4;4;4
"1800";"S057";"I22a";"1";3;3;4;4;4
"1801";"S057";"I22b";"1";3;2;4;4;4
"1802";"S057";"I2N";"1";3;4.5;4;4;4
"1803";"S057";"I31a";"1";3;2;4;4;4
"1804";"S057";"I31b";"1";3;2;3;3;3
"1805";"S057";"I32a";"1";4;3;4;4;5
"1806";"S057";"I32b";"1";4;3;4;4;5
"1807";"S057";"I3N";"1";4;4;4;4;4
"1808";"S057";"I41a";"1";3;2;3;3;2
"1809";"S057";"I41b";"1";2;3;2;2;2
"1810";"S057";"I42a";"1";3;5;4;4;4
"1811";"S057";"I42b";"1";3;4;4;4;4
"1812";"S057";"I4N";"1";3;5;4;4;4
"1813";"S057";"O1";"1";3;4;4;4;4
"1814";"S057";"O10";"1";4;5;4;4;4
"1815";"S057";"O11";"1";5;5;5;4;4
"1816";"S057";"O12";"1";3;4;4;5;4
"1817";"S057";"O2";"1";4;4;4;4;4
"1818";"S057";"O3";"1";4;5;4;4;4
"1819";"S057";"O4";"1";4;4;4;4;4
"1820";"S057";"O5";"1";4;4;5;4;4
"1821";"S057";"O6";"1";3;5;4;3;3
"1822";"S057";"O7";"1";4;5;4;4;4
"1823";"S057";"O8";"1";5;5;5;5;4
"1824";"S057";"O9";"1";3;4;4;4;4
"1825";"S058";"I11a";"1";5;5;5;5;5
"1826";"S058";"I11b";"1";5;5;5;5;5
"1827";"S058";"I12a";"1";5;5;5;5;5
"1828";"S058";"I12b";"1";1;1;2;1;2
"1829";"S058";"I1N";"1";5;5;5;5;5
"1830";"S058";"I21a";"1";3;2;3;3;3
"1831";"S058";"I21b";"1";2;2;3;2;3
"1832";"S058";"I22a";"1";5;5;5;5;5
"1833";"S058";"I22b";"1";5;5;5;5;5
"1834";"S058";"I2N";"1";3.5;3.5;3.5;3.5;3.5
"1835";"S058";"I31a";"1";5;5;5;5;5
"1836";"S058";"I31b";"1";5;5;5;5;5
"1837";"S058";"I32a";"1";5;5;5;5;5
"1838";"S058";"I32b";"1";5;5;5;5;5
"1839";"S058";"I3N";"1";5;5;5;5;5
"1840";"S058";"I41a";"1";1;1;1;1;1
"1841";"S058";"I41b";"1";1;1;1;1;1
"1842";"S058";"I42a";"1";5;5;5;5;5
"1843";"S058";"I42b";"1";5;5;5;5;5
"1844";"S058";"I4N";"1";4.5;5;5;5;5
"1845";"S058";"O1";"1";1;1;2;1;2
"1846";"S058";"O10";"1";4;3;5;4;5
"1847";"S058";"O11";"1";2;3;4;3;4
"1848";"S058";"O12";"1";3;2;4;3;4
"1849";"S058";"O2";"1";2;2;4;2;3
"1850";"S058";"O3";"1";5;5;5;5;5
"1851";"S058";"O4";"1";2;1;3;2;3
"1852";"S058";"O5";"1";3;3;5;4;5
"1853";"S058";"O6";"1";1;1;2;1;2
"1854";"S058";"O7";"1";5;5;5;5;5
"1855";"S058";"O8";"1";5;4;5;5;5
"1856";"S058";"O9";"1";1;1;2;1;2
"1857";"S059";"I11a";"1";1;1;1;1;1
"1858";"S059";"I11b";"1";4;2;3;2;3
"1859";"S059";"I12a";"1";3;5;5;5;5
"1860";"S059";"I12b";"1";3;1;3;3;3
"1861";"S059";"I1N";"1";3;3;3;3;3
"1862";"S059";"I21a";"1";2;2;3;2;3
"1863";"S059";"I21b";"1";4;4;4;4;4
"1864";"S059";"I22a";"1";5;4;4;5;4
"1865";"S059";"I22b";"1";5;4;5;5;5
"1866";"S059";"I2N";"1";4;4;4;4;4
"1867";"S059";"I31a";"1";3;3;4;3;3
"1868";"S059";"I31b";"1";3;3;3;3;3
"1869";"S059";"I32a";"1";3;4;4;4;3
"1870";"S059";"I32b";"1";4;4;4;4;3
"1871";"S059";"I3N";"1";3;4;4;4;3
"1872";"S059";"I41a";"1";1;1;1;1;1
"1873";"S059";"I41b";"1";3;3;4;3;3
"1874";"S059";"I42a";"1";5;4;5;4;4
"1875";"S059";"I42b";"1";1;2;2;1;1
"1876";"S059";"I4N";"1";5;5;5;5;5
"1877";"S059";"O1";"1";3;4;5;5;5
"1878";"S059";"O10";"1";2;2;3;2;2
"1879";"S059";"O11";"1";4;4;4;4;4
"1880";"S059";"O12";"1";4;4;4;4;4
"1881";"S059";"O2";"1";2;3;3;2;2
"1882";"S059";"O3";"1";4;4;5;5;5
"1883";"S059";"O4";"1";1;1;1;1;1
"1884";"S059";"O5";"1";4;4;4;4;4
"1885";"S059";"O6";"1";4;5;4;5;5
"1886";"S059";"O7";"1";3;3;3;3;3
"1887";"S059";"O8";"1";4;4;5;4;3
"1888";"S059";"O9";"1";1;1;1;1;1
"1889";"S060";"I11a";"1";1;1;1;1;1
"1890";"S060";"I11b";"1";1;1;1;1;1
"1891";"S060";"I12a";"1";4;5;5;5;5
"1892";"S060";"I12b";"1";1;1;1;1;1
"1893";"S060";"I1N";"1";5;5;5;5;5
"1894";"S060";"I21a";"1";1;1;1;1;1
"1895";"S060";"I21b";"1";1;1;1;1;1
"1896";"S060";"I22a";"1";3;5;5;5;5
"1897";"S060";"I22b";"1";1;1;1;1;1
"1898";"S060";"I2N";"1";2.5;4.5;4;3;3.5
"1899";"S060";"I31a";"1";1;1;1;1;1
"1900";"S060";"I31b";"1";1;1;1;1;1
"1901";"S060";"I32a";"1";4;5;5;5;5
"1902";"S060";"I32b";"1";5;5;5;5;5
"1903";"S060";"I3N";"1";3;4.5;4;4;4
"1904";"S060";"I41a";"1";1;1;1;1;1
"1905";"S060";"I41b";"1";1;1;1;1;1
"1906";"S060";"I42a";"1";4;5;5;1;5
"1907";"S060";"I42b";"1";5;1;1;1;5
"1908";"S060";"I4N";"1";1;3;3;1;2
"1909";"S060";"O1";"1";1;1;1;1;1
"1910";"S060";"O10";"1";5;5;5;5;5
"1911";"S060";"O11";"1";3;5;5;5;5
"1912";"S060";"O12";"1";5;5;5;5;5
"1913";"S060";"O2";"1";3;5;5;5;5
"1914";"S060";"O3";"1";4;5;5;5;5
"1915";"S060";"O4";"1";3;4;4;3;4
"1916";"S060";"O5";"1";2;1;3;1;3
"1917";"S060";"O6";"1";1;2;1;1;1
"1918";"S060";"O7";"1";5;5;5;3;5
"1919";"S060";"O8";"1";5;5;5;3;5
"1920";"S060";"O9";"1";1;3;1;1;1
"1921";"S061";"I11a";"1";1;1;1;1;1
"1922";"S061";"I11b";"1";2;2;1;1;1
"1923";"S061";"I12a";"1";5;5;5;5;5
"1924";"S061";"I12b";"1";4;2;3;4;3
"1925";"S061";"I1N";"1";3.5;5;4;4;3.5
"1926";"S061";"I21a";"1";1;1;1;1;1
"1927";"S061";"I21b";"1";1;1;1;1;1
"1928";"S061";"I22a";"1";5;5;5;5;5
"1929";"S061";"I22b";"1";5;5;5;5;5
"1930";"S061";"I2N";"1";2.5;3.5;3;3;3
"1931";"S061";"I31a";"1";1;3;1;1;1
"1932";"S061";"I31b";"1";3;4;1;1;1
"1933";"S061";"I32a";"1";5;5;5;5;5
"1934";"S061";"I32b";"1";5;5;5;5;5
"1935";"S061";"I3N";"1";5;5;5;5;5
"1936";"S061";"I41a";"1";1;5;1;1;1
"1937";"S061";"I41b";"1";1;5;1;1;1
"1938";"S061";"I42a";"1";5;5;5;5;5
"1939";"S061";"I42b";"1";5;5;5;5;3
"1940";"S061";"I4N";"1";5;5;5;5;5
"1941";"S061";"O1";"1";2;4;2;1;2
"1942";"S061";"O10";"1";5;5;5;5;2
"1943";"S061";"O11";"1";5;5;5;5;5
"1944";"S061";"O12";"1";4;3;4;3;2
"1945";"S061";"O2";"1";5;5;5;5;5
"1946";"S061";"O3";"1";4;4;4;4;4
"1947";"S061";"O4";"1";1;1;1;1;1
"1948";"S061";"O5";"1";4;4;3;2;3
"1949";"S061";"O6";"1";1;4;2;2;1
"1950";"S061";"O7";"1";4;4;4;4;4
"1951";"S061";"O8";"1";5;5;4;5;3
"1952";"S061";"O9";"1";1;1;1;1;1
"1953";"S062";"I11a";"1";5;1;1;1;1
"1954";"S062";"I11b";"1";5;1;1;1;1
"1955";"S062";"I12a";"1";1;5;5;5;5
"1956";"S062";"I12b";"1";1;1;1;4;1
"1957";"S062";"I1N";"1";2.5;5;2;2;1
"1958";"S062";"I21a";"1";3;1;1;1;1
"1959";"S062";"I21b";"1";4;2;2;2;2
"1960";"S062";"I22a";"1";1;4;4;5;4
"1961";"S062";"I22b";"1";2;2;2;3;2
"1962";"S062";"I2N";"1";1;4;4;4.5;3.5
"1963";"S062";"I31a";"1";5;2;1;1;1
"1964";"S062";"I31b";"1";4;2;2;1;1
"1965";"S062";"I32a";"1";1;4;4;5;4
"1966";"S062";"I32b";"1";1;3;4;5;3
"1967";"S062";"I3N";"1";1;4.5;4.5;5;5
"1968";"S062";"I41a";"1";4;2;1;1;1
"1969";"S062";"I41b";"1";4;5;2;1;1
"1970";"S062";"I42a";"1";1;5;5;5;5
"1971";"S062";"I42b";"1";4;1;4;2;2
"1972";"S062";"I4N";"1";3;5;5;3;4.5
"1973";"S062";"O1";"1";4;2;4;2;5
"1974";"S062";"O10";"1";4;4;5;4;5
"1975";"S062";"O11";"1";4;3;5;2;4
"1976";"S062";"O12";"1";1;5;5;5;5
"1977";"S062";"O2";"1";4;5;4;3;4
"1978";"S062";"O3";"1";4;1;3;2;1
"1979";"S062";"O4";"1";4;1;1;1;1
"1980";"S062";"O5";"1";4;2;4;1;5
"1981";"S062";"O6";"1";2;2;4;2;4
"1982";"S062";"O7";"1";1;5;5;5;3
"1983";"S062";"O8";"1";1;2;2;4;1
"1984";"S062";"O9";"1";5;1;1;1;1
"1985";"S063";"I11a";"1";1;1;1;1;1
"1986";"S063";"I11b";"1";1;2;2;1;1
"1987";"S063";"I12a";"1";4;5;5;3;4
"1988";"S063";"I12b";"1";2;1;1;2;1
"1989";"S063";"I1N";"1";2.5;5;4.5;2.5;2.5
"1990";"S063";"I21a";"1";2;3;4;2;2
"1991";"S063";"I21b";"1";3;3;5;3;3
"1992";"S063";"I22a";"1";3;4;5;3;3
"1993";"S063";"I22b";"1";4;4;5;3;3
"1994";"S063";"I2N";"1";2.5;4.5;5;2.5;2.5
"1995";"S063";"I31a";"1";4;4;4;4;4
"1996";"S063";"I31b";"1";2;3;3;2;3
"1997";"S063";"I32a";"1";5;5;5;5;4
"1998";"S063";"I32b";"1";5;4;5;4;3
"1999";"S063";"I3N";"1";4.5;4;5;4.5;3.5
"2000";"S063";"I41a";"1";1;1;1;1;1
"2001";"S063";"I41b";"1";1;2;3;1;1
"2002";"S063";"I42a";"1";3;5;5;4;3
"2003";"S063";"I42b";"1";3;4;3;4;2
"2004";"S063";"I4N";"1";3.5;5;5;2.5;2.5
"2005";"S063";"O1";"1";3;2;4;3;3
"2006";"S063";"O10";"1";4;3;5;4;3
"2007";"S063";"O11";"1";4;4;5;3;1
"2008";"S063";"O12";"1";4;2;4;3;2
"2009";"S063";"O2";"1";4;3;5;3;2
"2010";"S063";"O3";"1";4;2;4;3;2
"2011";"S063";"O4";"1";3;4;4;3;3
"2012";"S063";"O5";"1";3;3;3;2;2
"2013";"S063";"O6";"1";2;2;3;1;2
"2014";"S063";"O7";"1";4;3;5;4;3
"2015";"S063";"O8";"1";5;5;5;5;4
"2016";"S063";"O9";"1";2;3;4;2;3
"2017";"S064";"I11a";"1";1;1;1;1;1
"2018";"S064";"I11b";"1";1;1;1;1;1
"2019";"S064";"I12a";"1";5;5;5;5;5
"2020";"S064";"I12b";"1";1;1;1;1;1
"2021";"S064";"I1N";"1";4;4.5;4.5;4;4
"2022";"S064";"I21a";"1";1;1;1;1;1
"2023";"S064";"I21b";"1";1;1;1;1;1
"2024";"S064";"I22a";"1";2;2;2;2;1
"2025";"S064";"I22b";"1";2;2;3;2;2
"2026";"S064";"I2N";"1";2;3;3;2;1
"2027";"S064";"I31a";"1";1;1;1;1;1
"2028";"S064";"I31b";"1";1;1;1;1;1
"2029";"S064";"I32a";"1";5;5;5;5;5
"2030";"S064";"I32b";"1";5;5;5;5;5
"2031";"S064";"I3N";"1";5;5;5;5;4.5
"2032";"S064";"I41a";"1";1;1;1;1;1
"2033";"S064";"I41b";"1";1;1;1;1;1
"2034";"S064";"I42a";"1";3;1;3;2;3
"2035";"S064";"I42b";"1";1;2;2;1;1
"2036";"S064";"I4N";"1";1.5;2;2.5;1;1.5
"2037";"S064";"O1";"1";2;3;3;1;1
"2038";"S064";"O10";"1";5;5;5;5;5
"2039";"S064";"O11";"1";1;2;2;1;2
"2040";"S064";"O12";"1";4;4;4;3;4
"2041";"S064";"O2";"1";4;3;4;3;3
"2042";"S064";"O3";"1";5;5;5;5;5
"2043";"S064";"O4";"1";1;1;1;1;1
"2044";"S064";"O5";"1";3;4;4;3;4
"2045";"S064";"O6";"1";1;1;1;1;1
"2046";"S064";"O7";"1";5;5;5;5;5
"2047";"S064";"O8";"1";4;4;4;2;1
"2048";"S064";"O9";"1";2;2;2;1;2
"2049";"S065";"I11a";"1";1;1;1;1;1
"2050";"S065";"I11b";"1";1;1;1;1;1
"2051";"S065";"I12a";"1";4;5;5;4;5
"2052";"S065";"I12b";"1";5;1;5;5;5
"2053";"S065";"I1N";"1";1.5;4;2.5;1.5;2.5
"2054";"S065";"I21a";"1";1;1;1;1;1
"2055";"S065";"I21b";"1";1;1;1;1;1
"2056";"S065";"I22a";"1";1;1;1;1;1
"2057";"S065";"I22b";"1";3;1;3;3;3
"2058";"S065";"I2N";"1";1;1;1;1;1
"2059";"S065";"I31a";"1";1;1;2;1;1
"2060";"S065";"I31b";"1";1;1;1;1;1
"2061";"S065";"I32a";"1";3;2;3;3;4
"2062";"S065";"I32b";"1";4;4;4;4;4
"2063";"S065";"I3N";"1";2.5;3;3.5;3;3.5
"2064";"S065";"I41a";"1";1;1;1;1;1
"2065";"S065";"I41b";"1";1;1;1;1;1
"2066";"S065";"I42a";"1";2;4;3;2;2
"2067";"S065";"I42b";"1";4;4;4;4;4
"2068";"S065";"I4N";"1";1;4.5;2;1;1
"2069";"S065";"O1";"1";3;5;4;3;4
"2070";"S065";"O10";"1";2;4;4;2;2
"2071";"S065";"O11";"1";2;3;2;2;2
"2072";"S065";"O12";"1";3;4;4;3;4
"2073";"S065";"O2";"1";5;5;5;5;5
"2074";"S065";"O3";"1";4;4;5;4;5
"2075";"S065";"O4";"1";1;1;1;1;1
"2076";"S065";"O5";"1";3;3;3;3;3
"2077";"S065";"O6";"1";1;1;1;1;1
"2078";"S065";"O7";"1";4;4;4;4;4
"2079";"S065";"O8";"1";4;4;4;5;4
"2080";"S065";"O9";"1";1;2;1;1;1
"2081";"S066";"I11a";"1";1;1;1;1;1
"2082";"S066";"I11b";"1";1;1;1;1;1
"2083";"S066";"I12a";"1";4;4;4;4;4
"2084";"S066";"I12b";"1";3;2;3;4;2
"2085";"S066";"I1N";"1";3.5;5;4.5;4;3
"2086";"S066";"I21a";"1";1;2;2;1;1
"2087";"S066";"I21b";"1";2;2;3;2;2
"2088";"S066";"I22a";"1";2;5;5;4;4
"2089";"S066";"I22b";"1";2;1;2;2;1
"2090";"S066";"I2N";"1";4.5;4.5;5;4;3
"2091";"S066";"I31a";"1";1;2;2;1;1
"2092";"S066";"I31b";"1";1;3;3;1;1
"2093";"S066";"I32a";"1";3;4;4;4;1
"2094";"S066";"I32b";"1";2;2;3;3;2
"2095";"S066";"I3N";"1";4;5;5;5;3.5
"2096";"S066";"I41a";"1";1;1;1;1;1
"2097";"S066";"I41b";"1";1;1;1;1;1
"2098";"S066";"I42a";"1";4;4;5;3;3
"2099";"S066";"I42b";"1";2;1;2;2;1
"2100";"S066";"I4N";"1";1.5;2.5;2.5;1.5;2
"2101";"S066";"O1";"1";1;2;1;1;1
"2102";"S066";"O10";"1";4;4;5;3;4
"2103";"S066";"O11";"1";4;4;3;3;2
"2104";"S066";"O12";"1";4;4;4;4;5
"2105";"S066";"O2";"1";2;4;2;2;3
"2106";"S066";"O3";"1";4;5;4;5;5
"2107";"S066";"O4";"1";1;1;1;1;1
"2108";"S066";"O5";"1";1;1;2;1;1
"2109";"S066";"O6";"1";1;2;2;2;1
"2110";"S066";"O7";"1";4;4;4;3;2
"2111";"S066";"O8";"1";3;4;4;3;3
"2112";"S066";"O9";"1";1;1;1;1;1
"2113";"S067";"I11a";"1";1;2;1;1;1
"2114";"S067";"I11b";"1";1;1;1;1;1
"2115";"S067";"I12a";"1";3;4;5;4;5
"2116";"S067";"I12b";"1";2;1;2;2;2
"2117";"S067";"I1N";"1";3;5;4;4;4
"2118";"S067";"I21a";"1";3;4;4;4;4
"2119";"S067";"I21b";"1";3;5;5;5;5
"2120";"S067";"I22a";"1";3;4;5;4;4
"2121";"S067";"I22b";"1";4;4;5;5;4
"2122";"S067";"I2N";"1";3;4;4;4;3.5
"2123";"S067";"I31a";"1";4;5;4;4;4
"2124";"S067";"I31b";"1";2;3;1;1;1
"2125";"S067";"I32a";"1";2;3;3;3;3
"2126";"S067";"I32b";"1";2;3;2;2;1
"2127";"S067";"I3N";"1";4;5;5;5;4.5
"2128";"S067";"I41a";"1";1;3;1;1;1
"2129";"S067";"I41b";"1";1;3;1;1;1
"2130";"S067";"I42a";"1";5;5;5;5;5
"2131";"S067";"I42b";"1";4;4;5;4;5
"2132";"S067";"I4N";"1";4.5;4.5;4.5;4;4.5
"2133";"S067";"O1";"1";4;5;5;4;4
"2134";"S067";"O10";"1";4;4;4;5;3
"2135";"S067";"O11";"1";4;4;4;4;4
"2136";"S067";"O12";"1";4;5;5;4;4
"2137";"S067";"O2";"1";4;4;5;4;4
"2138";"S067";"O3";"1";4;4;5;5;4
"2139";"S067";"O4";"1";1;2;2;1;2
"2140";"S067";"O5";"1";1;1;2;1;2
"2141";"S067";"O6";"1";4;5;4;3;4
"2142";"S067";"O7";"1";5;4;4;3;4
"2143";"S067";"O8";"1";5;5;5;5;3
"2144";"S067";"O9";"1";3;5;4;3;5
"2145";"S068";"I11a";"1";1;2;1;1;1
"2146";"S068";"I11b";"1";2;2;2;2;2
"2147";"S068";"I12a";"1";5;5;5;5;5
"2148";"S068";"I12b";"1";3;1;3;3;3
"2149";"S068";"I1N";"1";2;4;2;2;2
"2150";"S068";"I21a";"1";3;3;3;3;3
"2151";"S068";"I21b";"1";3;3;4;3;3
"2152";"S068";"I22a";"1";3;3;3;3;3
"2153";"S068";"I22b";"1";3;2;4;3;4
"2154";"S068";"I2N";"1";2.5;2.5;2.5;2.5;2.5
"2155";"S068";"I31a";"1";3;5;4;4;3
"2156";"S068";"I31b";"1";2;3;3;2;3
"2157";"S068";"I32a";"1";5;5;5;5;5
"2158";"S068";"I32b";"1";5;4;5;5;5
"2159";"S068";"I3N";"1";4.5;5;5;5;5
"2160";"S068";"I41a";"1";1;1;1;1;1
"2161";"S068";"I41b";"1";1;1;1;1;1
"2162";"S068";"I42a";"1";4;3;4;3;4
"2163";"S068";"I42b";"1";4;2;4;3;3
"2164";"S068";"I4N";"1";3;3;3;3;2.5
"2165";"S068";"O1";"1";1;1;1;1;1
"2166";"S068";"O10";"1";5;4;5;5;5
"2167";"S068";"O11";"1";5;4;5;4;4
"2168";"S068";"O12";"1";5;5;5;5;5
"2169";"S068";"O2";"1";4;3;4;4;4
"2170";"S068";"O3";"1";5;4;5;5;5
"2171";"S068";"O4";"1";1;2;1;1;1
"2172";"S068";"O5";"1";2;3;2;2;2
"2173";"S068";"O6";"1";1;1;2;2;1
"2174";"S068";"O7";"1";5;5;4;4;3
"2175";"S068";"O8";"1";5;5;5;4;4
"2176";"S068";"O9";"1";3;4;3;1;3
"2177";"S069";"I11a";"1";1;1;1;1;1
"2178";"S069";"I11b";"1";1;1;2;1;1
"2179";"S069";"I12a";"1";5;5;5;5;5
